file_name,prompt
E-MART Gimpo Hangang_P_009.jpg,"a large building with a sign on top of it, retaildesignblog.net, ekasportal, smart design, shopping mall, commercial photo, retaildesignblog, bangkok townsquare, ecommerce photograph, exterior photography, indore, town center background, urban plaza, high détail, emtpy space, glowing epicentre, overall architectural design, with merchant logo"
E-MART Gimpo Hangang_P_010.jpg,"a large brown building sitting on the side of a road, manhwa, 2. sigara aşırmak, retaildesignblog.net, commercial photo, smart design, emtpy space, shopping mall, traditional korean city, megatall building, single building, i és complex, kilart, bitmap, big poor building, eyardt"
E-MART Gimpo Hangang_P_011.jpg,"a man riding a skateboard down a street next to a tall building, retaildesignblog.net, coper cladding, gym, retaildesignblog, gymasium, yellow awning, the hard and strong buildings, local gym, school courtyard, multistory building, metal cladding wall, megatall building, dingy gym, inside elementary school"
E-MART Suwon Yeongtong Gwanggyo_P_002.jpg,"a parking lot filled with lots of parked cars, dezeen, cg architects, megatall building, pritzker architecture prize, joongwon jeong, multistory building, overwatch building, architecture award winner, research complex, architecture magazine, architecture digest, modern technology building, architectural magazine, archdaily, polygonal iron steel walls, overall architectural design"
E-MART Suwon Yeongtong Gwanggyo_P_003.jpg,"a large building with cars parked in front of it, overwatch building, dezeen, architecture award winner, kyoto animation studio, madhouse anime studios, research complex, full of clear glass facades, kyoani studio, modern glass building, architecture digest, research center, data center, multistory building, industrial light & magic, cg architects, modern technology building"
E-MART Suwon Yeongtong Gwanggyo_P_004.jpg,"a large building sitting on the side of a road, polygonal iron steel walls, dezeen, architectural magazine, architecture magazine, building cover with plant, refrigerated storage facility, data center, 3d printed building, concrete building, pritzker architecture prize, joongwon jeong, extreamly detailed data center, by Kim Deuk-sin"
E-MART Suwon Yeongtong Gwanggyo_P_005.jpg,"a large pink building sitting next to a parking lot, refrigerated storage facility, dezeen, architecture award winner, polygonal iron steel walls, concrete building, extreamly detailed data center, dezeen showroom, award winning architecture, architecture award winning, pink concrete, data center, retaildesignblog.net, by Yi Jaegwan"
E-MART Suwon Yeongtong Gwanggyo_P_006.jpg,"a very tall building with a lot of windows, modern glass building, transparent glass surfaces, full of clear glass facades, large glass windows, medical research facility, multistory building, sleek glass buildings, metal hard surfaces, transparent corrugated glass, huge glass structure, research complex, modernist buildings, reflective glass, 1 3 3 4 building, award winning architecture"
E-MART Suwon Yeongtong Gwanggyo_P_008.jpg,"a large pink building sitting on the side of a road, seoul, dezeen, by Yi Jaegwan, pritzker architecture prize, south korea, photo courtesy museum of art, artsationhq, traditional korean city, architecture award winner, dezeen showroom, architecture digest, freddy mamani silvestre facade, multistory building, promotional still wide angle"
E-MART Suwon Yeongtong Gwanggyo_P_009.jpg,"a large building with cars parked in front of it, southdale center, retaildesignblog.net, shopping mall, dezeen, multistory building, overall architectural design, modern glass building, food court, exterior photo, retaildesignblog, full of clear glass facades, architecture award winner, exterior shot, exterior design, joongwon jeong"
E-MART Suwon Yeongtong Gwanggyo_P_010.jpg,"a couple of escalators sitting next to each other, escalators, overhead ground floor, fluorescent ceiling lights, futuristic cyber subway station, volumeric lighting, aetstationhd, stanchions, mezzanine, subway station, monorail station, transparent glass surfaces, large led lights, transportation design, multi - level, advertising lighting, mta subway entrance"
E-MART Suwon Yeongtong Gwanggyo_P_011.jpg,"a parking garage filled with lots of carts, retaildesignblog.net, commercial lighting, trading depots, yellow awning, high detailed store, fluorescent ceiling lights, inside a supermarket, soft filtered outdoor lighting, product lighting, 5000k white product lighting, retaildesignblog, stores, volumetric outdoor lighting, post apocalyptic shopping center, awnings"
E-MART Traders Ansan-Singil_P_002.jpg,"a green and gray building on a city street, data center, ouchh and and innate studio, giant hall, the hard and strong buildings, multistory building, full building, overwatch building, shopping mall, aetstationhd, bio factory, in realistic data center, polygonal iron steel walls, cybernetic culture research unit"
E-MART Traders Ansan-Singil_P_003.jpg,"a large building with a sign on the side of it, the hard and strong buildings, korean typography, hyperdetailed samsung store, multistory building, main character center focus, retaildesignblog.net, samsung smartthings, huge viewscreen at front, analog data processing plant, bio factory, innate studio, inside building, transparent building, in realistic data center"
E-MART Traders Ansan-Singil_P_004.jpg,"a person sitting on a bench in front of a building, many large green windows, cyberpunk gunma prefecture, saitama prefecture, kyoto animation studio, multistory building, the hard and strong buildings, coper cladding, megatall building, partially operational, japanese high school, tankobon, madhouse anime studios, set in tokyo bank parking lot"
E-MART Traders Ansan-Singil_P_005.jpg,"a clock that is on the side of a building, incubator medpods, multistory building, many large green windows, large green glass windows, modern glass building, large glass windows, modern technology building, datacentre, data center, the hard and strong buildings, reflective glass, with shiny glass buildings, building facing, megatall building, lights are on in the windows"
E-MART Traders Ansan-Singil_P_006.jpg,"a yellow fire hydrant sitting on the side of a building, datacentre, large green glass windows, many large green windows, analog data processing plant, data center, the hard and strong buildings, bio factory, in realistic data center, heise jinyao, kyoani studio, high quality fabrics textiles, extreamly detailed data center, incubator medpods"
E-MART Traders Ansan-Singil_P_008.jpg,"a large building with a sign on the side of it, the hard and strong buildings, multistory building, retaildesignblog.net, full building, ouchh and and innate studio, many large green windows, giant hall, tall factory, bio factory, modern technology building, research center, trading depots, data center, overwatch building, artsationhq"
